hhId,income,age,region1,region2,region3,min
105,3332.31464764792,28.793408595171,0,1,0,3.11161937789099
106,3248.73524496033,34.7212015979873,0,1,0,2.03040815857612
107,1102.91812161977,52.1619031286108,0,1,0,1.39928551420521
108,1612.6775013294,46.3379583250315,0,0,1,1.42990420798134
109,3377.77852996103,50.7000299366141,0,0,1,0
110,3853.41873052634,62.6486425480263,0,1,0,2.2905233390515
111,1927.22320524365,45.6308189934518,1,0,0,1.02976940289713
112,2924.71481747996,16.7809679617948,0,1,0,5.16038255028487
113,2562.26599876118,33.4585326357916,0,0,1,1.12591775708682
114,1702.8646804352,39.387460625029,0,1,0,0
115,2432.18032528721,27.5371926187571,0,0,1,1.47068532842967
116,2093.43526940053,30.1641897434182,0,0,1,0
117,3854.14760074841,28.4375482265359,0,1,0,0
118,3174.11688544412,54.4801242968198,0,1,0,0
119,1992.67812133783,48.2010005038401,0,0,1,1.19606754932939
120,1234.27723526329,35.9977422760401,0,0,1,0
121,2863.55026473897,37.075404778061,0,1,0,0
122,1187.45467670959,31.5974301463949,0,0,1,0
123,1393.88947194039,20.0336031020301,1,0,0,2.82675335350631
124,3875.23762795957,38.8137013125476,0,1,0,1.33838747946088
125,3370.57774379743,34.0731679127725,0,1,0,0
126,3251.58581777279,64.49932998979,0,0,1,1.27659668820074
127,2236.72105351511,22.539845508377,0,0,1,0
128,1963.31291862316,53.0988574817993,0,1,0,1.60470578020793
129,3437.94307534969,35.1746816958983,0,1,0,1.59129568463752
130,1949.49769828793,56.891242499063,0,1,0,0
131,1859.87778007339,38.4479724801287,1,0,0,1.41145242561057
132,2319.28840278406,32.1234010583177,0,0,1,1.20368468287947
133,1290.44913716791,16.022133440351,1,0,0,0
134,3135.80983059711,32.7563119833401,0,1,0,3.37335894280603
135,2297.29323274413,35.1710761067153,0,0,1,1.0522405138465
136,3322.14003483437,37.4202105261539,0,1,0,2.65598524317573
137,2492.6902122746,63.1148332482632,0,0,1,1.19191503951292
138,2328.51088670756,50.5369889480215,0,0,1,0
139,1730.30601369165,49.3929382030589,0,1,0,0
140,3607.07624180113,17.6236220560611,0,0,1,1.72515764205837
141,2425.06889187552,18.6081714014563,0,1,0,0
142,1134.58792200489,51.6793758114656,0,0,1,0
143,3807.63674570731,48.1063353542547,0,1,0,1.92841258592705
144,1089.52219515361,38.1352023725581,0,1,0,1.94811300515366
145,3268.92049661385,49.8146634372849,0,1,0,0
146,1611.44589864278,51.2232466894991,0,0,1,1.25571436724146
147,1256.05617554662,56.7699497089367,0,0,1,0
148,3257.7466764934,38.0737371383608,0,1,0,1.54681488652789
149,3995.69410057178,38.9277497953393,0,0,1,1.91408734122869
150,2600.28395724594,32.7958884602501,0,1,0,2.03355426062338
151,1609.02756980192,19.209099531446,0,0,1,1.73991934928078
152,2784.71927267394,44.5538274208366,0,1,0,0
153,2099.03142099426,18.0684701537709,1,0,0,2.76040511891211
154,2955.38225332139,62.1308625004735,0,1,0,0
155,2644.9869893183,60.8499926770534,1,0,0,0
156,1903.46613893159,38.0120541526669,1,0,0,2.8929837550709
157,1184.60272550515,47.7661603249119,0,0,1,0
158,3980.53424605236,22.1890160205066,0,1,0,2.00215429095694
159,1119.06666899396,34.1702565952782,0,0,1,1.347362059629
160,1390.25878662759,18.6688784936894,0,0,1,3.19273726580444
161,2977.51413920468,18.1140557276733,0,0,1,0
162,2513.38110568688,22.3196589010151,0,1,0,2.34077367324193
163,3033.30525653781,18.5086352249146,0,0,1,0
164,2404.50602529714,57.2169515309073,1,0,0,0
165,1725.28883537959,39.8071905710212,0,1,0,1.7073386910131
166,2217.86199555596,38.1845904384697,0,1,0,0
167,1490.04672937455,30.1298672246399,1,0,0,1.69145028550299
168,3806.94637622008,45.6195157520272,0,0,1,0
169,1868.79665535632,63.7453593507966,0,1,0,0
170,1162.43716708139,55.7188560092732,0,1,0,0
171,2163.36423982884,63.1930555591352,0,1,0,2.9835831921738
172,1586.10618643402,19.8859673880167,1,0,0,0
173,2084.9938724693,33.1336374090347,0,1,0,0
174,2943.28854659347,58.4730523725868,0,0,1,1.15476783524362
175,2294.25797964635,19.4772020047982,0,0,1,1.59852806990878
176,3831.53265702856,57.1688667540749,0,1,0,2.39140363393791
177,2584.22431929959,59.6642213360158,0,1,0,1.77497931613296
178,1057.0362680619,41.7973059205845,0,1,0,0
179,2971.97380920941,32.3732929750269,0,1,0,2.37825815350932
180,2889.47583124318,60.071058883528,0,0,1,0
181,3533.50882780183,34.341141947602,0,1,0,1.51807553700841
182,3997.39335799275,47.6018567061934,1,0,0,1.03822669167976
183,2181.53960352425,34.216779670903,0,0,1,2.27720957764767
184,2629.39646061038,34.9905366870848,0,1,0,2.1134018651841
185,1489.68622227887,28.9316342128509,0,1,0,0
186,1131.04554259019,58.0130259005067,0,1,0,0
187,3829.20710935767,49.9403200764315,1,0,0,0
188,3857.95141638822,58.8005450360024,0,1,0,2.21979031595361
189,3976.57640386354,31.4978142941753,1,0,0,0
190,3070.81101374989,38.7698248747377,0,1,0,2.15878469573657
191,3832.68417222209,34.3481980536949,0,1,0,2.7389753390551
192,1960.62144723385,38.911233617719,0,1,0,0
193,1912.65703397055,15.2697636196544,0,0,1,3.08166694351041
194,2905.37986073305,45.1558422040161,0,1,0,0.880473222376666
195,1124.16796664852,21.7853789449182,0,0,1,2.58766410702605
196,2210.17143147854,61.7601792118683,0,1,0,1.8268271801854
197,1889.68060677823,22.3398458470467,0,0,1,0
198,1357.67873471847,20.1988680222679,0,1,0,0
199,3930.94956061378,22.6986863819448,0,1,0,2.60895726987187
200,1422.50881501797,64.21794259548,1,0,0,0
201,1282.22096496462,43.5984122607955,0,0,1,0
202,2038.03369232687,59.8895389685826,0,1,0,0
203,1024.1740355263,36.4256254646479,0,1,0,0
204,3164.34666245395,31.272732898918,0,0,1,0
205,2374.89924550977,45.6439375448006,0,1,0,0
206,1274.2398345177,53.2839964141781,0,1,0,0
207,1051.19878095368,32.8364221297206,0,1,0,0
208,2924.31775815658,52.5168269885284,0,1,0,0
209,1482.76333002956,47.1055015341366,0,1,0,3.4371064271842
210,3622.81332838645,33.5536133777229,0,1,0,1.90530575486945
211,2029.113703411,42.355893474714,0,1,0,1.64220596089704
212,2348.37650143986,57.1568968428684,0,0,1,0.85307812617054
213,2619.33120857084,16.2450835106285,0,1,0,0
214,2179.92855921461,22.328102801627,0,1,0,0
215,2793.18185216581,60.5365877252843,0,1,0,2.11624598374884
216,1190.85739891114,45.4886755871813,1,0,0,0
217,2431.63747256582,28.5278967495715,0,1,0,1.74050214635341
218,1725.21164833876,26.2000053863242,1,0,0,0
219,2154.37652540868,21.6669362301896,0,1,0,0
220,1396.66406939104,50.3901125336597,0,1,0,1.57119620696006
221,1283.08212873617,44.5405200799188,0,1,0,0
222,1323.34789078995,58.0195623455245,0,1,0,0
223,2538.28772188264,43.9405006191143,1,0,0,1.0484094763696
224,1458.0463389053,57.6162830148341,1,0,0,0
225,3630.74624051757,54.8868954192225,0,0,1,0
226,3424.40764845403,22.0317927602361,0,0,1,1.64871255318064
227,1435.25635733503,24.5006446362007,0,0,1,0
228,2467.92850587454,27.4231491984648,0,1,0,0
229,2906.85086406362,24.4966711506789,0,1,0,2.94452182513089
230,1210.79472456391,51.2802955544359,0,1,0,0
231,2201.03890854081,42.6832410092167,0,1,0,0
232,2778.23046007152,51.1566306504096,0,1,0,0
233,2976.50423080173,17.2744716296087,1,0,0,2.58638245767624
234,2914.00029510688,16.988212388427,0,1,0,2.77950978512742
235,3057.60761612516,16.1239644984268,0,0,1,0
236,1099.01499970603,28.8926786300095,0,0,1,0
237,3620.93415196437,32.7802114274717,0,1,0,1.91130478723679
238,1025.567368969,22.7227043650917,0,1,0,2.10883198882597
239,2283.13709317871,26.9320995039151,0,0,1,0
240,3911.25712523679,20.7367462731606,0,0,1,1.95901374822075
241,1972.91995472284,44.279414939182,0,1,0,2.536382170428
242,2329.13528264449,41.0089621461613,0,1,0,0
243,1444.34632521229,30.8249849209132,1,0,0,0
244,1421.64868490081,55.430433031883,1,0,0,0
245,2646.45469485035,18.4472469605459,0,1,0,2.89177140015329
246,2741.0185359539,56.2198878732923,0,1,0,0
247,3490.92711624955,46.1403065340814,1,0,0,1.30875588313166
248,3593.04964551059,34.9593893354715,0,1,0,0
249,2356.21879310194,47.8479493252719,0,1,0,1.78482686286733
250,1304.82625032036,31.6935968359349,0,0,1,0
251,2622.61017989592,20.7627190272456,0,0,1,1.4303534120753
252,2094.67495438737,59.5501729467396,0,1,0,0
253,1484.72933616787,29.6443465724252,0,1,0,2.01935808928795
254,2188.0026043276,27.8926288439163,0,1,0,0
255,1210.19578091373,16.3096164637605,0,1,0,3.24313303038431
256,3671.2912460978,42.7782096318852,0,0,1,0
257,3906.91365075539,60.1286021210956,0,0,1,0
258,1587.7958710364,55.4319072405375,0,0,1,0
259,2479.32220085016,34.2508296611536,0,0,1,0
260,2564.30111711125,61.2789795649181,0,1,0,1.72694546432064
261,1115.59080297308,26.3245162614305,0,1,0,0
262,3432.09467775034,19.791107615948,0,1,0,2.60506913665459
263,3559.12048737435,38.635402374918,0,0,1,1.5090726409833
264,1130.20150199998,45.5955708909433,0,0,1,0
265,1262.06434138302,21.3716946204973,0,1,0,4.39098587788956
266,1421.09395336772,60.1029980009142,0,1,0,0
267,2690.97143214191,58.4069381925818,0,0,1,0
268,3569.96007384498,18.958206245643,0,1,0,2.69354767392549
269,3276.36722509503,52.6544864071524,0,1,0,0
270,1890.49011645717,60.0529890056171,0,0,1,1.16851249343807
271,2469.12583017181,59.1165338623306,0,1,0,0
272,2888.25497294922,61.5482027205548,0,0,1,0
273,1007.97468862656,40.654287575587,1,0,0,0
274,3577.03211015973,58.9569510281428,0,1,0,0
275,2417.69074611758,54.3967323065855,0,1,0,1.96057221693988
276,1189.51081028596,28.6269108113904,0,0,1,0
277,3608.51872260701,47.7304762658957,0,0,1,1.35977305730828
278,1417.42504356707,33.2582420741282,1,0,0,1.60338718297524
279,1163.41689572343,46.3666420625283,0,0,1,0
280,1583.02624671565,23.1801734772908,0,0,1,0
281,3944.70042095203,62.9887294583218,0,0,1,0
282,2254.51972936918,31.1760975059674,0,0,1,1.89122434740802
283,1307.99298838643,20.2553296064146,0,0,1,2.23435820233567
284,1776.20673870991,17.9895443028054,0,1,0,0
285,2791.31537004556,17.0560669301043,0,0,1,1.90395128524935
286,1818.65554600716,19.2510309928534,0,1,0,0
287,3073.96450167474,40.5225036165981,0,1,0,0
288,2396.76597549444,30.1854494478471,0,1,0,2.49063697745764
289,2494.66659633677,26.9756611227707,0,1,0,0
290,2723.38181064369,17.9393300136622,0,1,0,0
291,1407.68171398369,64.9234677387098,0,1,0,1.70890272418156
292,1532.31503143378,28.868644398245,0,0,1,0
293,3313.62271863583,25.4017116533605,0,1,0,0
294,2409.472060245,31.7405249240636,0,0,1,1.18477558075837
295,2033.60590727268,49.484389614192,0,0,1,0
296,3554.7208773998,34.8344160650412,0,0,1,1.88375363653595
297,1694.41895040181,30.5828864906725,0,1,0,2.35249578682193
298,1881.43979534749,31.4301136542612,0,1,0,2.28150319886488
299,1006.82126592961,55.9814775672219,0,1,0,1.99965870028998
300,2413.2812040284,48.597721736401,0,1,0,2.33397096904365
301,3714.12533030421,36.7970402702549,0,1,0,0
302,3503.00153258084,57.9364678468634,1,0,0,0
303,3060.64893944911,62.5494055574642,0,1,0,0
304,2994.86376914818,41.7762830808782,0,0,1,1.21982366174922
305,3104.63685469726,40.3853753177295,0,0,1,1.04645164912761
306,2653.07925331224,51.1268014073291,0,0,1,1.35101882677145
307,3373.02156276591,45.3300673968924,0,1,0,0
308,1826.20660427799,37.1482786745844,0,0,1,1.50657449876049
309,2994.63129169275,32.3891003950881,0,0,1,1.23747230955161
310,3251.44254449857,26.7641543959863,0,0,1,1.2468396548492
311,3892.60777207911,39.5660003958607,0,0,1,0
312,1074.91673904047,53.0750826779627,0,1,0,0
313,3815.26379522238,15.9073286021836,0,0,1,0
314,1275.63475096803,34.190955924348,0,0,1,1.43252772742462
315,1165.21854895229,24.8742173102417,0,1,0,0
316,3608.79057270256,15.7613399456639,0,1,0,0
317,3389.76710493075,50.8107836888206,0,1,0,0
318,2951.46710760288,31.7634040442976,0,1,0,2.94943362721605
319,1423.62486376564,62.9348496100571,0,1,0,0
320,2506.57891295498,45.5019809247029,0,0,1,0
321,2957.27269820423,33.466372559717,0,1,0,2.47691509584352
322,3436.0219284409,42.3436317207015,0,1,0,0
323,3515.94366743865,47.8956113372338,1,0,0,1.64016914574563
324,2859.74370147916,61.2286306911939,1,0,0,1.6416406737819
325,2899.35264361492,55.9561828785421,1,0,0,0
326,2909.79969689193,60.3080766084298,0,1,0,2.67844815861077
327,1669.42388617025,35.5090721030092,0,0,1,0
328,3368.14206094202,49.9625701951869,0,0,1,0
329,1451.53079648328,49.0499774898724,1,0,0,0.853664324118526
330,2107.76393376394,47.4842378918208,0,0,1,0
331,2129.59576678968,49.2117191111131,0,0,1,1.57894653857281
332,3128.32225364603,17.9139138586449,0,0,1,1.86442905424573
333,1903.22086156277,29.6078498081397,0,0,1,1.51753450304683
334,2773.3258330341,28.3452802199078,0,1,0,0
335,3182.16759640624,24.5187648257341,0,0,1,0
336,1359.45501636872,25.5267851473598,0,1,0,0
337,3440.52229777705,35.2546781574673,0,1,0,3.1979914764675
338,2923.87499919462,60.9510203236837,0,1,0,0
339,1454.83906379963,52.0730408011272,0,1,0,2.10017019707846
340,1167.02969521748,20.1095076898925,0,0,1,1.74923950143656
341,1087.17139019733,59.1287347085326,0,1,0,1.75665322883614
342,3099.89183503311,28.1513082746112,0,1,0,0
343,2115.16057904593,51.9828809803597,1,0,0,2.24844333538827
344,1769.01839114124,42.5801730170902,0,1,0,0
345,3880.89772362875,35.587706198038,0,0,1,0
346,3920.62658128037,38.3037547131489,0,1,0,1.89587637809476
347,2984.87977843068,29.9526026315342,0,1,0,2.11236245280039
348,1674.05515342456,33.9731714695565,0,1,0,1.35264514640695
349,3682.53356896684,64.0636501172911,0,1,0,0
350,1585.12498642308,31.1461618314887,0,1,0,0
351,1308.34827907688,57.4613226279564,0,0,1,1.86092230169831
352,3788.89459735297,24.8876819690876,0,0,1,1.33355968287168
353,2387.83821767604,25.2959897518867,0,1,0,2.0678662252262
354,2658.07944896077,41.3865260726267,0,1,0,0
355,1425.55741263721,54.3218475546045,0,1,0,0
356,3051.7602465671,42.9822260096895,1,0,0,1.57867467804035
357,3322.16809464595,36.5097068790757,0,0,1,1.4807797088944
358,2259.06409715159,64.6019624585989,0,0,1,0
359,2529.7562608281,27.0861574828487,0,1,0,0
360,1605.247133201,51.5720138904903,0,0,1,1.17707209809157
361,3538.7521686206,15.1652366876395,0,1,0,0
362,1795.14607146344,50.7692063736353,0,1,0,1.93542161149027
363,1479.82254906154,17.1949759663673,0,0,1,0
364,1961.37125511381,22.9234901628343,0,1,0,0
365,2964.37292939283,61.1075264422548,0,0,1,1.24388495038873
366,3998.41249744503,28.3927818296855,0,1,0,0
367,3866.54673887239,16.3142120873236,0,0,1,2.72127914070273
368,3471.48665135374,15.872566363251,0,1,0,0
369,2886.89567512941,47.956631036647,0,0,1,1.23016529169217
370,2441.82327579648,34.0012960126108,0,0,1,1.47711648575916
371,1689.02982722847,27.9407048467223,0,1,0,0
372,3914.89871487207,31.1967475935844,0,1,0,0
373,1052.83366022997,27.4182708385311,0,0,1,0.815236336367929
374,3136.16040409934,40.6969474208541,0,1,0,1.44414519649563
375,3667.75230535033,16.4471607844937,1,0,0,0
376,3527.80719266131,20.9741655611298,0,1,0,2.05959039550669
377,2744.48077882434,41.4106880930486,0,0,1,0
378,1604.7115029998,48.9315718924542,0,1,0,2.23646864250377
379,3843.31604056133,58.6299398452678,1,0,0,1.16359164739245
380,3206.35872090334,24.6095821711072,0,0,1,1.37508909041425
381,2119.50879888113,46.5270912456775,0,1,0,0
382,2639.38847278874,57.3839267559568,0,0,1,0
383,2312.82370352159,53.5767484225526,0,0,1,1.29655767840413
384,2219.4102607078,48.8478582611702,0,1,0,0
385,1372.63000087329,39.1424905429454,0,0,1,0
386,3330.6021561537,52.0294145488739,0,1,0,0
387,3908.18695613656,54.1720479072392,0,0,1,1.54019667977169
388,1692.00315948382,62.3850454424798,0,0,1,0
389,2315.33738128765,55.5543842030883,1,0,0,1.90745736644405
390,2599.60113862303,40.6031977754999,0,0,1,0
391,1092.2406716596,37.1983798355719,0,1,0,1.05837078617274
392,2162.49939923755,31.5684559482324,0,1,0,3.06939745174521
393,1418.66622996568,21.9156158114227,0,0,1,2.97320877318143
394,3285.46083564807,27.1030559032651,0,0,1,1.9714407895557
395,2698.51327952193,19.1749496221882,0,0,1,0
396,2527.87839483828,29.5702733934261,0,0,1,1.22746416653929
397,1592.9856779619,30.4546960579354,0,0,1,0
398,3492.42178809297,64.4836876572729,0,0,1,1.12207903916884
399,3679.08290772846,62.0127446220862,0,1,0,0
400,1583.5905058506,44.8062019506403,0,1,0,0
401,3759.85899763872,63.1086579453917,0,0,1,1.60337085231448
402,3843.0079223716,20.8625969619231,0,1,0,2.77301025132461
403,2965.93891798757,19.3392213653359,0,0,1,1.60809069062903
404,3970.40991015639,47.5496508103584,0,1,0,0
405,3810.99061129054,45.3672843828643,0,0,1,0
406,2172.66680202691,21.3854745192295,0,0,1,0
407,3765.58940345636,21.7277600958991,0,1,0,0
408,2337.75193491906,57.8341201636662,0,1,0,0
409,3736.15410779499,49.5644951829329,0,1,0,1.66905379576416
410,3257.81924101262,19.0581773191796,0,0,1,3.1279992745712
411,2177.41865707282,52.2974444059258,1,0,0,0
412,2081.79986959982,64.6255285985369,0,0,1,0
413,2998.98999718243,56.597762635496,0,1,0,1.75964854890089
414,2361.16007761921,63.8622817956346,0,1,0,0
415,3638.92417153001,37.4408070982145,0,0,1,0
416,2866.59121593032,58.5048716148916,1,0,0,1.68714115217594
417,3049.34811001323,29.3100932467768,0,1,0,1.83579937423437
418,1034.47550782171,21.629896937055,1,0,0,2.03685672191858
419,2549.24071989394,26.6567090216513,0,1,0,0
420,1686.78947249123,25.7317599667153,0,0,1,1.45225748110808
421,1260.6295827621,22.5738410465874,0,0,1,0
422,1624.72059617128,34.0846026042288,0,0,1,0
423,3251.10726844104,34.248685003187,0,0,1,1.33655268751565
424,2014.990038197,23.0480811492727,0,0,1,0
425,1500.78176967658,36.5628909830437,0,0,1,0
426,2726.73066038611,31.3070216003037,0,1,0,0
427,3377.59049968091,18.2358879427867,0,1,0,0
428,1249.95061550135,19.4445043487256,0,0,1,0
429,3927.25039416124,34.5215970445113,0,1,0,0
430,2943.13982539683,51.0916700741892,0,1,0,1.60605338235273
431,1856.90702714103,64.8774077000745,0,1,0,0
432,3935.30225355497,23.3805095102962,0,1,0,0
433,1784.02215541825,37.7806054526474,0,1,0,2.61944055939457
434,2474.28683539792,46.2151989025445,0,0,1,0
435,2074.4754089777,61.6171960903689,0,0,1,0
436,1648.3387188612,19.8472804070958,0,0,1,0
437,1556.30086792308,51.6109040889533,1,0,0,2.00848892538447
438,3492.87446153855,39.361186355659,0,0,1,0
439,3288.47937620784,51.1138107062374,0,1,0,2.01903741375558
440,2122.15472974643,38.1732519431242,0,1,0,1.44465799702747
441,2165.66966120695,27.0414026985259,0,0,1,0
442,1934.10820726373,63.529430180124,0,1,0,0
443,2888.67877314439,27.1550278666461,0,1,0,1.966661005555
444,3142.55839794611,39.4539951408246,0,0,1,0
445,3529.61981347769,61.0656521274378,0,1,0,0
446,1365.00639393217,40.6343377667396,0,0,1,0
447,1398.97307849324,50.486337945474,0,0,1,0.842814933057367
448,2222.51932048962,42.3198180329719,0,0,1,0
449,3506.77173949244,23.4391687676892,0,1,0,0
450,3895.15414657415,53.1131505936686,0,0,1,0
451,3641.64607782583,33.6094680493422,1,0,0,0
452,3118.53952014106,44.0940684532207,0,0,1,0.830653188210622
453,1402.79264887769,27.6846556659471,0,0,1,0
454,3497.82929576196,43.7195821951732,0,0,1,0.791090294536057
455,2890.88450399869,58.7219217980831,0,1,0,2.17324400235757
456,1005.2227186241,57.8629486515088,0,0,1,0.99731815178661
457,1472.64481055852,36.1876228201001,0,1,0,2.18960204585143
458,1843.73889347259,53.9680386306675,0,0,1,1.16401494267403
459,3786.10985630057,23.4375676420169,0,1,0,0
460,3581.45291517049,54.4751036667641,1,0,0,0
461,3565.86623337326,44.5391024169801,0,1,0,0
462,2766.6933624889,24.2635553929706,0,0,1,2.49434513534526
463,3140.19845886845,38.8971712353982,0,1,0,0
464,2648.24025714743,41.3725812479949,0,0,1,0
465,3137.82598551534,46.0936189213233,0,0,1,0
466,2088.49243639454,47.478700296882,1,0,0,0
467,1872.99409760067,27.2705638322218,0,1,0,0
468,1961.65873173955,25.7993111585987,0,1,0,0
469,2321.6158470394,47.6535820275196,0,0,1,0
470,2631.70102406843,25.195201947929,0,1,0,1.94758641364415
471,2991.34726784668,55.4332591151123,0,1,0,0
472,3338.13170007439,38.8939094208418,0,1,0,0
473,1182.83927851726,54.9457114579736,1,0,0,0
474,3605.15570491232,53.8830740838715,0,0,1,0.852581884506765
475,1504.83645159825,58.0553496652975,0,0,1,0.839253411526785
476,2992.34165368872,49.2488571897458,0,1,0,1.4170592049379
477,3393.0239411446,32.5529775727412,0,0,1,0
478,3438.4581982515,18.5996163648015,0,0,1,3.01719471860289
479,2743.61420325421,34.9748309297034,0,1,0,1.7726054598392
480,2537.90471163099,27.8998549148161,0,0,1,0
481,1732.33303017907,25.5140901193613,0,0,1,1.38121423458226
482,2271.62577708057,51.3004560409123,0,1,0,0
483,2780.93430786625,59.0338547326469,0,0,1,0
484,1324.29977534561,51.9853112493108,0,1,0,0
485,3592.74131513271,20.0351124735712,0,1,0,1.97742124688548
486,2760.62679251542,45.133734216514,0,1,0,0
